Employee_ID,Employee_Name,Age,Gender,Department,Job_Role,Joining_Date,Monthly_Salary,Performance_Rating,Attendance_Percentage,Promotion_Status,Work_Location,,,Days_Since_Joining,Min-max scaling of performance,min-max scaling of attendance,Scaling for attendance,Value of the Employee,Rating,,,
EMP1111,Sangeeta Bose,58,Male,Administration,Engineer,11/11/21,74956,1,99.2,Promoted,Bengaluru,,,1695,0,0.990588235,0.54601227,0.406,Low,,,
EMP1112,Lakshmi Desai,35,Female,Finance,Manager,02/07/22,45601,1,74.8,Promoted,Kochi,,,1462,0,0.703529412,0.470778172,0.305,Low,,,
EMP1113,Ramesh Verma,25,Female,Customer Support,Specialist,03/08/21,140471,1,85.1,Promoted,Mumbai,,,1795,0,0.824705882,0.578301582,0.363,Low,,,
EMP1114,Jai Reddy,31,Female,Logistics,Analyst,31/12/22,64489,2,88.7,Not Promoted,Delhi,,,1280,0.25,0.867058824,0.412011624,0.468,Medium,,,
EMP1115,Harish Bhatt,28,Male,Marketing,Coordinator,22/08/25,147991,1,87.5,Not Promoted,Pune,,,315,0,0.852941176,0.100419761,0.276,Low,,,
EMP1116,Deepa Bhatt,31,Male,Operations,Specialist,11/05/25,158966,1,62.1,Not Promoted,Chennai,,,418,0,0.554117647,0.133677753,0.193,Low,,,
EMP1117,Sachin Banerjee,29,Male,Administration,Consultant,29/01/21,206207,5,83.5,Promoted,Kolkata,,,1981,1,0.805882353,0.638359703,0.869,High,,,
EMP1118,Amit Sinha,59,Female,Unknown,Manager,17/09/24,127710,1,74.7,Promoted,Kochi,,,654,0,0.702352941,0.20988053,0.253,Low,,,
EMP1119,Arun Iyer,22,Female,Logistics,Manager,01/03/19,249746,5,15,Not Promoted,Chennai,,,2681,1,0,0.864384889,0.673,High,,,
EMP1120,Tanvi Kumar,50,Male,Administration,Coordinator,19/12/22,217138,2,86.5,Unknown,Kochi,,,1292,0.25,0.841176471,0.415886342,0.461,Medium,,,
EMP1121,Arjun Pandey,45,Male,Marketing,Specialist,09/11/24,80151,5,73.5,Not Promoted,Kochi,,,601,1,0.688235294,0.192767194,0.745,High,,,
EMP1122,Tanvi Iyer,60,Female,Finance,Analyst,23/12/24,228202,1,81.4,Not Promoted,Mumbai,,,557,0,0.781176471,0.178559897,0.27,Low,,,
EMP1123,Amit Sharma,26,Male,Finance,Supervisor,10/08/24,24341,5,60.8,Not Promoted,Mumbai,,,692,1,0.538823529,0.222150468,0.706,High,,,
EMP1124,Arjun Mehta,44,Male,Research & Development,Engineer,18/11/20,189884,3,54.1,Promoted,Bengaluru,,,2053,0.5,0.46,0.661608008,0.52,Medium,,,
EMP1125,Shivam Sinha,46,Female,Marketing,Specialist,31/07/25,281608,3,68.9,Promoted,Kolkata,,,337,0.5,0.634117647,0.10752341,0.462,Medium,,,
EMP1126,Priya Das,50,Male,Logistics,Analyst,29/01/22,112099,2,97.1,Not Promoted,Coimbatore,,,1616,0.25,0.965882353,0.520503713,0.519,Medium,,,
EMP1127,Anjali Nair,46,Male,Marketing,Analyst,13/10/25,172400,3,58.4,Promoted,Hyderabad,,,263,0.5,0.510588235,0.083629319,0.42,Low,,,
EMP1128,Akash Naik,49,Female,Sales,Team Lead,25/01/24,99529,3,86.9,Promoted,Coimbatore,,,890,0.5,0.845882353,0.286083306,0.561,Medium,,,
EMP1129,Seema Nair,58,Female,Sales,Consultant,13/06/22,49934,2,97.3,Not Promoted,Kolkata,,,1480,0.25,0.968235294,0.476590249,0.511,Medium,,,
EMP1130,Shivam Yadav,59,Female,Operations,Team Lead,14/08/21,231762,2,98,Not Promoted,Delhi,,,1784,0.25,0.976470588,0.574749758,0.533,Medium,,,
EMP1131,Bhavna Malhotra,47,Male,Operations,Coordinator,11/11/24,240448,1,50.4,Promoted,Hyderabad,,,599,0,0.416470588,0.192121408,0.163,Low,,,
EMP1132,Seema Pandey,56,Female,Information Technology,Engineer,20/02/23,148587,5,88.1,Not Promoted,Mumbai,,,1229,1,0.86,0.395544075,0.837,High,,,
EMP1133,Divya Gandhi,38,Male,Human Resources,Team Lead,18/03/23,255858,5,62.4,Not Promoted,Coimbatore,,,1203,1,0.557647059,0.387148854,0.745,High,,,
EMP1134,Bhavna Pandey,31,Male,Finance,Coordinator,01/12/20,142967,5,67.4,Promoted,Hyderabad,,,2040,1,0.616470588,0.657410397,0.816,High,,,
EMP1520,Nisha Desai,43,Female,Administration,Team Lead,25/08/20,34929,2,57.4,Not Promoted,Pune,,,2138,0.25,0.498823529,0.689053923,0.412,Low,,,
EMP1136,Bhavna Sinha,36,Male,Sales,Coordinator,02/07/24,282086,1,91.3,Not Promoted,Mumbai,,,731,0,0.897647059,0.2347433,0.316,Low,,,
EMP1137,Radha Kulkarni,31,Female,Sales,Consultant,25/01/21,125248,3,59.1,Promoted,Mumbai,,,1985,0.5,0.518823529,0.639651275,0.534,Medium,,,
EMP1138,Rohit Gupta,50,Female,Marketing,Specialist,19/06/22,999999,2,82.9,Not Promoted,Pune,,,1475,0.25,0.798823529,0.474975783,0.46,Medium,,,
EMP1139,Shalini Nair,36,Female,Customer Support,Supervisor,19/06/24,258141,4,90.3,Promoted,Pune,,,744,0.75,0.885882353,0.238940911,0.689,High,,,
EMP1140,Komal Pillai,28,Female,Information Technology,Team Lead,15/08/19,248071,3,53.5,Promoted,Kochi,,,2514,0.5,0.452941176,0.810461737,0.548,Medium,,,
EMP1141,Nisha Krishnan,53,Male,Administration,Consultant,13/04/21,161938,1,58.7,Promoted,Kochi,,,1907,0,0.514117647,0.614465612,0.277,Low,,,
EMP1142,Vishal Menon,41,Female,Customer Support,Consultant,03/01/20,216229,2,94.7,Not Promoted,Hyderabad,,,2373,0.25,0.937647059,0.764933807,0.559,Medium,,,
EMP1143,Shreya Das,37,Female,Sales,Supervisor,21/12/19,55749,2,82.5,Not Promoted,Mumbai,,,2386,0.25,0.794117647,0.769131418,0.517,Medium,,,
EMP1144,Madhuri Rajan,38,Female,Human Resources,Supervisor,23/12/25,284191,3,53.9,Promoted,Kolkata,,,192,0.5,0.457647059,0.060703907,0.399,Low,,,
EMP1145,Vijay Sinha,41,Female,Information Technology,Supervisor,03/09/25,153472,4,75.3,Not Promoted,Kochi,,,303,0.75,0.709411765,0.096545044,0.607,Medium,,,
EMP1146,Deepak Verma,52,Female,Research & Development,Engineer,15/08/23,121341,2,63.2,Not Promoted,Kolkata,,,1053,0.25,0.567058824,0.338714885,0.363,Low,,,
EMP1147,Kiran Menon,40,Male,Research & Development,Executive,23/05/23,271174,2,97.7,Not Promoted,Chennai,,,1137,0.25,0.972941176,0.365837908,0.49,Medium,,,
EMP1508,Vikram Mehta,38,Female,Human Resources,Associate,27/01/20,231675,1,88.7,Not Promoted,Bengaluru,,,2349,0,0.867058824,0.757184372,0.412,Low,,,
EMP1149,Anjali Sharma,40,Female,Administration,Associate,27/01/20,49403,3,93.7,Not Promoted,Kolkata,,,2349,0.5,0.925882353,0.757184372,0.679,High,,,
EMP1150,Neha Mehta,27,Female,Marketing,Team Lead,20/03/25,106532,5,76.1,Not Promoted,Delhi,,,470,1,0.718823529,0.150468195,0.746,High,,,
EMP1151,Priya Hegde,21,Female,Research & Development,Executive,28/01/26,28414,2,92.1,Promoted,Kolkata,,,156,0.25,0.907058824,0.049079755,0.407,Low,,,
EMP1152,Neha Bose,47,Female,Research & Development,Consultant,26/03/26,162596,3,80.2,Promoted,Bengaluru,,,99,0.5,0.767058824,0.030674847,0.486,Medium,,,
EMP1153,Jai Pillai,45,Female,Finance,Consultant,16/09/24,249706,2,64.5,Not Promoted,Delhi,,,655,0.25,0.582352941,0.210203423,0.342,Low,,,
EMP1154,Sachin Agarwal,42,Male,Human Resources,Consultant,28/10/25,109830,2,63.3,Not Promoted,Hyderabad,,,248,0.25,0.568235294,0.078785922,0.311,Low,,,
EMP1155,Jai Jain,23,Male,Human Resources,Coordinator,23/10/20,159154,2,66.1,Promoted,Mumbai,,,2079,0.25,0.601176471,0.670003229,0.439,Low,,,
EMP1156,Arjun Bhatt,29,Female,Sales,Specialist,19/09/20,162596,1,57,Not Promoted,Chennai,,,2113,0,0.494117647,0.680981595,0.284,Low,,,
EMP1158,Rekha Iyer,28,Male,Marketing,Consultant,26/10/22,116969,4,73.3,Promoted,Delhi,,,1346,0.75,0.685882353,0.43332257,0.667,High,,,
EMP1521,Rajan Chopra,42,Male,Sales,Associate,22/09/25,196678,3,94.5,Not Promoted,Kochi,,,284,0.5,0.935294118,0.090410074,0.549,Medium,,,
EMP1160,Lokesh Chopra,46,Female,Operations,Engineer,20/08/22,96654,1,96.1,Promoted,Coimbatore,,,1413,0,0.954117647,0.454956409,0.377,Low,,,
EMP1161,Manish Sharma,30,Male,Human Resources,Consultant,12/07/22,168197,2,89.6,Unknown,Kochi,,,1452,0.25,0.877647059,0.467549241,0.482,Medium,,,
EMP1162,Deepak Bose,52,Male,Customer Support,Consultant,14/01/23,50631,2,50.8,Promoted,Hyderabad,,,1266,0.25,0.421176471,0.40749112,0.333,Low,,,
EMP1163,Vijay Verma,41,Male,Research & Development,Executive,31/07/25,259748,4,74.8,Not Promoted,Kochi,,,337,0.75,0.703529412,0.10752341,0.608,Medium,,,
EMP1273,Anjali Kumar,31,Female,Information Technology,Coordinator,12/06/25,73073,5,86.6,Not Promoted,Delhi,,,386,1,0.842352941,0.123345173,0.777,High,,,
EMP1506,Sunita Mukherjee,35,Female,Finance,Engineer,13/05/25,162596,4,98.7,Promoted,Pune,,,416,0.75,0.984705882,0.133031966,0.697,High,,,
EMP1166,Bhavna Malhotra,49,Female,Information Technology,Consultant,09/02/24,70069,2,65.4,Promoted,Bengaluru,,,875,0.25,0.592941176,0.28123991,0.359,Low,,,
EMP1167,Gitanjali Bhatt,50,Female,Finance,Specialist,08/04/26,167334,4,74.8,Promoted,Delhi,,,86,0.75,0.703529412,0.026477236,0.591,Medium,,,
EMP1168,Gaurav Malhotra,50,Female,Research & Development,Coordinator,12/08/25,60625,2,68.9,Not Promoted,Ahmedabad,,,325,0.25,0.634117647,0.103648692,0.336,Low,,,
EMP1169,Hemant Naik,22,Male,Information Technology,Supervisor,30/11/20,148286,5,76.5,Not Promoted,Bengaluru,,,2041,1,0.723529412,0.65773329,0.849,High,,,
EMP1170,Vikram Patel,37,Male,Customer Support,Specialist,23/02/25,183292,3,95.5,Promoted,Kochi,,,495,0.5,0.947058824,0.158540523,0.566,Medium,,,
EMP1171,Geeta Pillai,50,Male,Operations,Manager,16/10/20,214744,2,63.5,Not Promoted,Bengaluru,,,2086,0.25,0.570588235,0.672263481,0.431,Low,,,
EMP1172,Pankaj Agarwal,53,Female,Research & Development,Specialist,17/12/23,266129,3,97.3,Not Promoted,Coimbatore,,,929,0.5,0.968235294,0.298676138,0.6,Medium,,,
EMP1173,Deepak Joshi,33,Female,Information Technology,Supervisor,04/05/26,286026,2,68.3,Not Promoted,Bengaluru,,,60,0.25,0.627058824,0.018082015,0.317,Low,,,
EMP1174,Nisha Sinha,35,Female,Marketing,Consultant,19/01/26,236372,3,72.5,Promoted,Chennai,,,165,0.5,0.676470588,0.051985793,0.463,Medium,,,
EMP1175,Kiran Pillai,29,Male,Finance,Team Lead,06/12/23,97510,5,74.7,Promoted,Kolkata,,,940,1,0.702352941,0.302227963,0.771,High,,,
EMP1176,Gaurav Tiwari,45,Male,Marketing,Consultant,18/06/25,259592,3,45,Not Promoted,Ahmedabad,,,380,0.5,0.352941176,0.121407814,0.38,Low,,,
EMP1177,Harish Sinha,22,Female,Research & Development,Specialist,30/01/26,130830,3,52.3,Promoted,Mumbai,,,154,0.5,0.438823529,0.048433968,0.391,Low,,,
EMP1178,Chirag Kapoor,39,Female,Logistics,Team Lead,12/09/24,261471,4,89.4,Not Promoted,Mumbai,,,659,0.75,0.875294118,0.211494995,0.68,High,,,
EMP1179,Meera Reddy,44,Female,Information Technology,Supervisor,27/09/22,248799,2,87,Promoted,Pune,,,1375,0.25,0.847058824,0.442686471,0.468,Medium,,,
EMP1180,Chirag Jain,24,Female,Operations,Specialist,17/03/21,195498,3,81.8,Not Promoted,Ahmedabad,,,1934,0.5,0.785882353,0.623183726,0.61,Medium,,,
EMP1181,Priya Naik,56,Female,Finance,Team Lead,07/03/21,249257,4,79.9,Promoted,Coimbatore,,,1944,0.75,0.763529412,0.626412657,0.729,High,,,
EMP1182,Nikhil Chopra,35,Female,Research & Development,Engineer,12/03/24,121276,5,90.9,Not Promoted,Kochi,,,843,1,0.892941176,0.27090733,0.822,High,,,
EMP1183,Madhuri Chopra,49,Male,Customer Support,Manager,03/08/20,27102,3,69.2,Not Promoted,Kochi,,,2160,0.5,0.637647059,0.696157572,0.581,Medium,,,
EMP1184,Mohan Pillai,28,Male,Administration,Manager,03/01/24,242500,2,97.5,Not Promoted,Ahmedabad,,,912,0.25,0.970588235,0.293186955,0.475,Medium,,,
EMP1185,Shreya Shah,21,Male,Human Resources,Executive,30/04/24,193950,4,96.6,Promoted,Kochi,,,794,0.75,0.96,0.255085567,0.714,High,,,
EMP1186,Divya Malhotra,23,Male,Customer Support,Associate,17/01/23,167912,1,72.8,Not Promoted,Pune,,,1263,0,0.68,0.406522441,0.285,Low,,,
EMP1187,Shreya Jain,42,Female,Logistics,Consultant,16/03/25,138938,2,52,Promoted,Coimbatore,,,474,0.25,0.435294118,0.151759768,0.286,Low,,,
EMP1188,Arun Banerjee,54,Female,Finance,Coordinator,29/06/21,56158,2,62.2,Not Promoted,Chennai,,,1830,0.25,0.555294118,0.589602841,0.41,Low,,,
EMP1189,Indira Lal,24,Male,Logistics,Team Lead,27/04/21,86994,3,94.9,Not Promoted,Kochi,,,1893,0.5,0.94,0.609945108,0.654,High,,,
EMP1190,Swati Mehta,35,Male,Sales,Executive,07/05/23,72059,1,99,Not Promoted,Ahmedabad,,,1153,0,0.988235294,0.371004198,0.371,Low,,,
EMP1191,Jai Pillai,48,Male,Finance,Supervisor,23/10/22,162596,1,64,Not Promoted,Kolkata,,,1349,0,0.576470588,0.43429125,0.26,Low,,,
EMP1192,Shivam Verma,26,Male,Operations,Associate,04/10/20,60032,2,69.3,Not Promoted,Mumbai,,,2098,0.25,0.638823529,0.676138198,0.452,Low,,,
EMP1193,Rajan Chauhan,38,Female,Finance,Executive,28/06/23,162596,3,72.2,Promoted,Mumbai,,,1101,0.5,0.672941176,0.354213755,0.523,Medium,,,
EMP1194,Sangeeta Chopra,23,Female,Sales,Engineer,24/07/18,167330,2,71.2,Not Promoted,Pune,,,2901,0.25,0.661176471,0.935421376,0.51,Medium,,,
EMP1195,Lokesh Desai,54,Male,Marketing,Coordinator,24/11/25,55947,2,52.7,Not Promoted,Kolkata,,,221,0.25,0.443529412,0.070067808,0.272,Low,,,
EMP1196,Madhuri Chauhan,40,Female,Customer Support,Team Lead,22/10/19,187605,1,82.3,Not Promoted,Kolkata,,,2446,0,0.791764706,0.788505005,0.395,Low,,,
EMP1197,Mohan Mishra,26,Male,Sales,Specialist,13/10/23,20701,4,84.1,Not Promoted,Hyderabad,,,994,0.75,0.812941176,0.319664191,0.683,High,,,
EMP1198,Aarav Naik,36,Female,Sales,Team Lead,17/02/23,147026,4,58.9,Not Promoted,Mumbai,,,1232,0.75,0.516470588,0.396512754,0.609,Medium,,,
EMP1199,Farhan Patel,30,Female,Research & Development,Analyst,21/01/22,129673,2,73.7,Not Promoted,Pune,,,1624,0.25,0.690588235,0.523086858,0.437,Low,,,
EMP1200,Priya Singh,23,Male,Finance,Engineer,05/03/18,161549,1,65.3,Promoted,Kolkata,,,3042,0,0.591764706,0.980949306,0.374,Low,,,
EMP1201,Sanjay Naik,41,Unknown,Human Resources,Manager,07/12/21,131581,3,58.8,Promoted,Kochi,,,1669,0.5,0.515294118,0.537617049,0.512,Medium,,,
EMP1202,Sachin Gupta,51,Female,Logistics,Manager,16/08/22,57090,4,77,Not Promoted,Ahmedabad,,,1417,0.75,0.729411765,0.456247982,0.685,High,,,
EMP1203,Shreya Sinha,33,Male,Finance,Analyst,28/08/23,185217,4,94.7,Not Promoted,Kolkata,,,1040,0.75,0.937647059,0.334517275,0.723,High,,,
EMP1204,Gaurav Agarwal,34,Female,Finance,Coordinator,27/01/26,249207,2,99.5,Not Promoted,Mumbai,,,157,0.25,0.994117647,0.049402648,0.433,Low,,,
EMP1205,Sachin Singh,46,Male,Marketing,Associate,03/10/25,162596,1,71.9,Promoted,Pune,,,273,0,0.669411765,0.08685825,0.218,Low,,,
EMP1206,Arjun Malhotra,38,Male,Operations,Analyst,27/09/25,129181,2,52.9,Not Promoted,Kolkata,,,279,0.25,0.445882353,0.088795609,0.277,Low,,,
EMP1207,Gaurav Naik,46,Male,Customer Support,Specialist,28/06/21,211553,3,78.2,Promoted,Pune,,,1831,0.5,0.743529412,0.589925735,0.591,Medium,,,
EMP1208,Vinay Pillai,49,Male,Information Technology,Analyst,30/10/22,265620,3,92.9,Not Promoted,Kochi,,,1342,0.5,0.916470588,0.432030998,0.611,Medium,,,
EMP1209,Nisha Mukherjee,31,Male,Customer Support,Manager,18/12/22,287066,4,79.8,Promoted,Delhi,,,1293,0.75,0.762352941,0.416209235,0.687,High,,,
EMP1210,Swati Banerjee,27,Male,Administration,Associate,17/09/24,269813,3,64.5,Promoted,Delhi,,,654,0.5,0.582352941,0.20988053,0.467,Medium,,,
EMP1211,Seema Mishra,49,Female,Marketing,Manager,30/10/23,284795,1,69.1,Not Promoted,Pune,,,977,0,0.636470588,0.314175008,0.254,Low,,,
EMP1212,Rajan Mukherjee,41,Female,Research & Development,Analyst,20/07/22,116609,3,69.5,Not Promoted,Kochi,,,1444,0.5,0.641176471,0.464966096,0.535,Medium,,,
EMP1213,Gaurav Sinha,26,Female,Human Resources,Consultant,01/05/23,45071,1,51.2,Not Promoted,Kolkata,,,1159,0,0.425882353,0.372941556,0.202,Low,,,
EMP1214,Pooja Rajan,40,Male,Marketing,Engineer,06/06/20,66880,1,66.6,Not Promoted,Pune,,,2218,0,0.607058824,0.714885373,0.325,Low,,,
EMP1215,Deepak Chatterjee,30,Female,Sales,Team Lead,23/12/25,139325,2,78.8,Promoted,Mumbai,,,192,0.25,0.750588235,0.060703907,0.362,Low,,,
EMP1216,Vijay Chauhan,31,Male,Operations,Manager,11/05/18,104483,4,94.6,Promoted,Kochi,,,2975,0.75,0.936470588,0.959315467,0.848,High,,,
EMP1217,Lakshmi Sharma,34,Male,Marketing,Associate,02/11/20,82761,5,58.7,Promoted,Pune,,,2069,1,0.514117647,0.666774298,0.788,High,,,
EMP1218,Vikram Kulkarni,54,Female,Information Technology,Team Lead,25/11/21,58325,4,54.2,Not Promoted,Pune,,,1681,0.75,0.461176471,0.541491766,0.622,Medium,,,
EMP1219,Lokesh Mehta,47,Female,Research & Development,Associate,10/10/18,97682,2,80.5,Not Promoted,Bengaluru,,,2823,0.25,0.770588235,0.910235712,0.538,Medium,,,
EMP1220,Mohan Sinha,59,Female,Information Technology,Engineer,19/11/25,295830,5,54.9,Not Promoted,Kochi,,,226,1,0.469411765,0.071682273,0.655,High,,,
EMP1221,Rajan Patel,40,Male,Finance,Supervisor,04/02/22,175981,2,74.8,Not Promoted,Kochi,,,1610,0.25,0.703529412,0.518566355,0.44,Low,,,
EMP1222,Neha Gandhi,33,Female,Human Resources,Coordinator,27/01/21,100057,3,85.4,Not Promoted,Coimbatore,,,1983,0.5,0.828235294,0.639005489,0.626,Medium,,,
EMP1223,Deepa Chatterjee,43,Female,Marketing,Manager,08/12/18,160144,2,80.7,Promoted,Pune,,,2764,0.25,0.772941176,0.891185018,0.535,Medium,,,
EMP1224,Radha Kapoor,25,Male,Marketing,Team Lead,09/02/20,80365,2,90,Not Promoted,Kochi,,,2336,0.25,0.882352941,0.752986761,0.54,Medium,,,
EMP1225,Geeta Sinha,40,Female,Logistics,Executive,08/01/19,103183,2,50.1,Not Promoted,Chennai,,,2733,0.25,0.412941176,0.881175331,0.425,Low,,,
EMP1226,Rekha Mehta,41,Male,Information Technology,Engineer,23/05/19,81524,3,77.6,Not Promoted,Kochi,,,2598,0.5,0.736470588,0.837584759,0.638,Medium,,,
EMP1227,Rohit Singh,24,Male,Research & Development,Associate,25/11/19,285174,4,70,Not Promoted,Bengaluru,,,2412,0.75,0.647058824,0.777526639,0.725,High,,,
EMP1511,Tanvi Krishnan,28,Male,Marketing,Supervisor,04/03/26,115184,3,99.3,Promoted,Kolkata,,,121,0.5,0.991764706,0.037778495,0.555,Medium,,,
EMP1229,Vishal Chatterjee,31,Female,Operations,Coordinator,14/08/21,153054,2,69.3,Not Promoted,Ahmedabad,,,1784,0.25,0.638823529,0.574749758,0.432,Low,,,
EMP1230,Sanjay Mishra,26,Female,Finance,Associate,03/08/25,220386,4,86.5,Not Promoted,Bengaluru,,,334,0.75,0.841176471,0.10655473,0.649,High,,,
EMP1231,Gitanjali Malhotra,44,Male,Human Resources,Supervisor,27/11/21,168674,4,82.6,Not Promoted,Ahmedabad,,,1679,0.75,0.795294118,0.54084598,0.722,High,,,
EMP1232,Neha Kumar,59,Female,Research & Development,Engineer,22/07/23,165763,1,64.3,Not Promoted,Chennai,,,1077,0,0.58,0.34646432,0.243,Low,,,
EMP1233,Shalini Kulkarni,55,Male,Administration,Executive,25/06/20,230762,4,91.2,Not Promoted,Kolkata,,,2199,0.75,0.896470588,0.708750404,0.786,High,,,
EMP1234,Komal Singh,51,Male,Human Resources,Consultant,15/03/19,109688,1,84,Not Promoted,Mumbai,,,2667,0,0.811764706,0.859864385,0.416,Low,,,
EMP1235,Mohan Yadav,32,Female,Marketing,Supervisor,01/03/20,131504,2,97.1,Not Promoted,Coimbatore,,,2315,0.25,0.965882353,0.746206006,0.564,Medium,,,
EMP1516,Nisha Yadav,55,Female,Administration,Specialist,18/08/25,78651,2,51.9,Not Promoted,Kochi,,,319,0.25,0.434117647,0.101711334,0.276,Low,,,
EMP1237,Bhavna Agarwal,51,Male,Human Resources,Consultant,05/01/25,48979,2,75.7,Promoted,Mumbai,,,544,0.25,0.714117647,0.174362286,0.374,Low,,,
EMP1238,Vikram Kapoor,46,Male,Human Resources,Coordinator,24/07/23,30765,4,62.9,Not Promoted,Delhi,,,1075,0.75,0.563529412,0.345818534,0.613,Medium,,,
EMP1239,Shivam Rao,23,Male,Information Technology,Team Lead,18/01/19,280530,2,88.4,Not Promoted,Delhi,,,2723,0.25,0.863529412,0.8779464,0.56,Medium,,,
EMP1240,Pooja Singh,41,Female,Research & Development,Associate,27/08/19,273809,5,70.1,Promoted,Coimbatore,,,2502,1,0.648235294,0.80658702,0.856,High,,,
EMP1241,Sachin Sinha,23,Female,Information Technology,Executive,26/03/25,51342,2,62.1,Not Promoted,Ahmedabad,,,464,0.25,0.554117647,0.148530836,0.321,Low,,,
EMP1242,Rekha Malhotra,25,Female,Administration,Supervisor,12/11/22,101326,2,57,Promoted,Delhi,,,1329,0.25,0.494117647,0.427833387,0.359,Low,,,
EMP1243,Ramesh Chauhan,41,Female,Operations,Coordinator,28/05/22,179431,3,61.3,Not Promoted,Pune,,,1497,0.5,0.544705882,0.482079432,0.51,Medium,,,
EMP1244,Shalini Patel,59,Male,Administration,Executive,19/05/24,158573,1,45,Not Promoted,Ahmedabad,,,775,0,0.352941176,0.248950597,0.156,Low,,,
EMP1245,Pankaj Mukherjee,33,Male,Research & Development,Supervisor,16/05/21,160238,2,80.4,Promoted,Ahmedabad,,,1874,0.25,0.769411765,0.603810139,0.477,Medium,,,
EMP1246,Sunita Joshi,41,Female,Sales,Team Lead,05/11/23,278940,5,87.7,Promoted,Kolkata,,,971,1,0.855294118,0.312237649,0.819,High,,,
EMP1247,Lakshmi Rajan,45,Female,Finance,Specialist,28/02/24,118440,2,97.2,Promoted,Chennai,,,856,0.25,0.967058824,0.27510494,0.47,Medium,,,
EMP1248,Shreya Hegde,56,Male,Operations,Specialist,27/06/24,250987,4,97.3,Promoted,Bengaluru,,,736,0.75,0.968235294,0.236357766,0.713,High,,,
EMP1249,Ramesh Iyer,27,Male,Operations,Analyst,31/08/23,199857,4,55.4,Promoted,Hyderabad,,,1037,0.75,0.475294118,0.333548595,0.584,Medium,,,
EMP1250,Hemant Naik,46,Male,Research & Development,Coordinator,13/06/22,165878,3,56.4,Not Promoted,Kolkata,,,1481,0.5,0.487058824,0.476913142,0.492,Medium,,,
EMP1251,Manish Agarwal,25,Male,Human Resources,Coordinator,20/05/19,22482,4,97.2,Not Promoted,Coimbatore,,,2601,0.75,0.967058824,0.838553439,0.833,High,,,
EMP1252,Rekha Chauhan,47,Male,Information Technology,Coordinator,04/08/18,184459,2,80.9,Not Promoted,Ahmedabad,,,2890,0.25,0.775294118,0.931869551,0.544,Medium,,,
EMP1253,Shreya Mukherjee,34,Male,Customer Support,Team Lead,04/07/22,32142,1,63.7,Promoted,Chennai,,,1460,0,0.572941176,0.470132386,0.266,Low,,,
EMP1254,Bhavna Chopra,59,Male,Information Technology,Coordinator,03/08/24,220181,1,67.6,Not Promoted,Mumbai,,,699,0,0.618823529,0.22441072,0.231,Low,,,
EMP1255,Rekha Verma,41,Male,Information Technology,Engineer,28/05/24,112984,5,94.2,Not Promoted,Coimbatore,,,766,1,0.931764706,0.246044559,0.829,High,,,
EMP1256,Sanjay Chopra,46,Male,Customer Support,Coordinator,29/06/18,116773,2,79.5,Promoted,Bengaluru,,,2926,0.25,0.758823529,0.943493704,0.541,Medium,,,
EMP1257,Nisha Agarwal,24,Male,Finance,Consultant,17/03/25,28989,2,97.3,Promoted,Kochi,,,473,0.25,0.968235294,0.151436874,0.446,Low,,,
EMP1259,Vikram Pandey,43,Male,Administration,Supervisor,14/11/21,147524,4,90.2,Promoted,Kolkata,,,1692,0.75,0.884705882,0.545043591,0.749,High,,,
EMP1260,Suresh Gupta,36,Male,Human Resources,Manager,22/06/25,57595,1,53.5,Not Promoted,Hyderabad,,,376,0,0.452941176,0.120116242,0.16,Low,,,
EMP1261,Hemant Sinha,45,Male,Finance,Analyst,08/02/23,123177,1,85.2,Promoted,Pune,,,1241,0,0.825882353,0.399418792,0.328,Low,,,
EMP1262,Deepak Pandey,58,Female,Research & Development,Manager,22/03/19,93162,4,64.5,Not Promoted,Kolkata,,,2660,0.75,0.582352941,0.857604133,0.721,High,,,
EMP1263,Ramesh Pandey,54,Female,Human Resources,Consultant,07/06/23,273300,2,52.2,Promoted,Ahmedabad,,,1122,0.25,0.437647059,0.360994511,0.328,Low,,,
EMP1264,Pooja Agarwal,59,Female,Administration,Executive,19/06/26,171307,5,61,Not Promoted,Ahmedabad,,,14,1,0.541176471,0.003228931,0.663,High,,,
EMP1266,Rajan Bhatt,55,Female,Information Technology,Associate,07/01/23,51633,1,57.7,Not Promoted,Mumbai,,,1273,0,0.502352941,0.409751372,0.233,Low,,,
EMP1267,Vinay Jain,60,Male,Sales,Team Lead,04/12/25,289918,3,75.6,Promoted,Kolkata,,,211,0.5,0.712941176,0.066838876,0.477,Medium,,,
EMP1268,Neha Krishnan,46,Female,Human Resources,Executive,25/07/24,133055,2,95.6,Not Promoted,Chennai,,,708,0.25,0.948235294,0.227316758,0.455,Medium,,,
EMP1269,Anjali Shah,53,Male,Marketing,Engineer,10/10/23,293268,4,81.6,Promoted,Hyderabad,,,997,0.75,0.783529412,0.320632871,0.674,High,,,
EMP1270,Mohan Bhatt,52,Male,Sales,Coordinator,03/09/20,292257,3,72.3,Not Promoted,Ahmedabad,,,2129,0.5,0.674117647,0.686147885,0.589,Medium,,,
EMP1271,Kavya Verma,57,Male,Logistics,Team Lead,04/08/25,162596,5,87.9,Not Promoted,Bengaluru,,,333,1,0.857647059,0.106231837,0.779,High,,,
EMP1272,Vikram Mishra,48,Male,Finance,Specialist,26/08/19,248408,2,69.1,Not Promoted,Ahmedabad,,,2503,0.25,0.636470588,0.806909913,0.477,Medium,,,
